time,main_car_id,main_car_x,main_car_y,main_car_z,main_car_speed(km/h),main_car_pitch,main_car_yaw,main_car_roll,vice_car_L1_1_id,vice_car_L1_1_x,vice_car_L1_1_y,vice_car_L1_1_z,vice_car_L1_1_speed(km/h),vice_car_L1_1_pitch,vice_car_L1_1_yaw,vice_car_L1_1_roll,vice_car_L1_2_id,vice_car_L1_2_x,vice_car_L1_2_y,vice_car_L1_2_z,vice_car_L1_2_speed(km/h),vice_car_L1_2_pitch,vice_car_L1_2_yaw,vice_car_L1_2_roll,vice_car_L2_1_id,vice_car_L2_1_x,vice_car_L2_1_y,vice_car_L2_1_z,vice_car_L2_1_speed(km/h),vice_car_L2_1_pitch,vice_car_L2_1_yaw,vice_car_L2_1_roll,vice_car_L3_1_id,vice_car_L3_1_x,vice_car_L3_1_y,vice_car_L3_1_z,vice_car_L3_1_speed(km/h),vice_car_L3_1_pitch,vice_car_L3_1_yaw,vice_car_L3_1_roll
1715838798.969,1886,-789.8546142578125,-291.25,0.004528388846665621,59.968577464978054,0.00262279249727726,-0.00030517575214616954,0.0,1887,-770.1971435546875,-294.75,0.003542480291798711,59.292299653220695,-0.013366679660975933,0.0003726871800608933,8.665570021548774e-06,1888,-840.1912231445312,-294.7505798339844,0.003446826944127679,59.142068637735896,-0.0014684905763715506,0.0029571892227977514,-0.000274658203125,1889,-730.1024169921875,-291.25,0.0034697530791163445,59.168016815410404,-0.004303019028156996,0.00016225343279074878,5.957364010100719e-06,1890,-770.1060791015625,-287.75,0.0034807014744728804,59.17890701332536,-0.005675886757671833,0.00021352083422243595,6.691272574244067e-06
1715838798.987,1886,-789.52490234375,-291.25,0.004523448646068573,59.98441091369071,0.00262279249727726,-0.00030517575214616954,0.0,1887,-769.8716430664062,-294.75,0.003506679553538561,59.2207374584166,-0.008913395926356316,0.0003683196846395731,8.578399501857348e-06,1888,-839.8662109375,-294.75054931640625,0.0034297178499400616,59.136026143814355,0.000662528327666223,0.0029095348436385393,-0.00024414061044808477,1889,-729.77734375,-291.25,0.0034455489367246628,59.14039993308776,-0.0012840754352509975,0.00015782528498675674,5.10898689753958e-06,1890,-769.7809448242188,-287.75,0.003452853998169303,59.1390266422345,-0.0021993208210915327,0.00020859105279669166,4.912217264063656e-06
1715838799.008,1886,-789.1887817382812,-291.25,0.004516372457146645,59.98327112278565,0.00262279249727726,-0.00030517575214616954,0.0,1887,-769.5399169921875,-294.75,0.003476219018921256,59.1696304332815,-0.0051294718869030476,0.00036348620778881013,6.946323082956951e-06,1888,-839.5348510742188,-294.75054931640625,0.00342044816352427,59.149511847186204,0.0018100000452250242,0.0028751036152243614,-0.00024414061044808477,1889,-729.4459228515625,-291.25,0.003429317381232977,59.135854339824455,0.0007240000413730741,0.00015420820272993296,4.488678769121179e-06,1890,-769.4495239257812,-287.75,0.003432960482314229,59.124064636618066,0.00027320755179971457,0.00020432924793567508,4.090049515070859e-06
1715838799.023,1886,-788.8370361328125,-291.25,0.004507808480411768,59.98321620651291,0.00262279249727726,-0.00030517575214616954,0.0,1887,-769.1930541992188,-294.75,0.0034508132375776768,59.14434814568668,-0.0019534339662641287,0.00035886227851733565,5.591266926785465e-06,1888,-839.1878662109375,-294.75054931640625,0.0034183692187070847,59.18061687677126,0.0020627169869840145,0.0028498126193881035,-0.00021362303232308477,1889,-729.0990600585938,-291.25,0.003420276567339897,59.15139312766424,0.0018373207421973348,0.00015185694792307913,3.721490656971582e-06,1890,-769.1028442382812,-287.75,0.0034202192910015583,59.13060836830426,0.001850981148891151,0.0002011967881117016,3.1264037261280464e-06
1715838799.058,1886,-788.0570068359375,-291.25,0.004484996665269136,59.98206951597413,0.00262279249727726,-0.00030517575214616954,0.0,1887,-768.4239501953125,-294.75,0.003424491733312607,59.171401978686305,0.0013045660452917218,0.00035325976205058396,3.694134420584305e-06,1888,-838.4175415039062,-294.75054931640625,0.003436775179579854,59.29867182088473,-0.00027320755179971457,0.002821708098053932,-0.00021362303232308477,1889,-728.3292236328125,-291.25,0.00342668523080647,59.2442962648646,0.001017698086798191,0.0001527478889329359,1.760628606461978e-06,1890,-768.33349609375,-287.75,0.003420124063268304,59.2089752201012,0.0018373207421973348,0.00020019612566102296,1.0853933645194047e-06
1715838799.075,1886,-788.0570068359375,-291.25,0.004484996665269136,59.98206951597413,0.00262279249727726,-0.00030517575214616954,0.0,1887,-768.4239501953125,-294.75,0.003424491733312607,59.171401978686305,0.0013045660452917218,0.00035325976205058396,3.694134420584305e-06,1888,-838.4175415039062,-294.75054931640625,0.003436775179579854,59.29867182088473,-0.00027320755179971457,0.002821708098053932,-0.00021362303232308477,1889,-728.3292236328125,-291.25,0.00342668523080647,59.2442962648646,0.001017698086798191,0.0001527478889329359,1.760628606461978e-06,1890,-768.33349609375,-287.75,0.003420124063268304,59.2089752201012,0.0018373207421973348,0.00020019612566102296,1.0853933645194047e-06
1715838799.092,1886,-787.7174072265625,-291.25,0.004478645045310259,59.98375863125718,0.00262279249727726,-0.00030517575214616954,0.0,1887,-768.0888671875,-294.75,0.003425235627219081,59.210046387862384,0.0013045660452917218,0.00035325976205058396,3.694134420584305e-06,1888,-838.0816040039062,-294.75054931640625,0.003451499855145812,59.36341562058994,-0.0021105282939970493,0.0028177385684102774,-0.00018310546875,1889,-727.99365234375,-291.25,0.0034381102304905653,59.303663635469874,-0.0004234717052895576,0.0001556731731398031,7.844918172850157e-07,1890,-767.9981079101562,-287.75,0.0034297178499400616,59.263783264533096,0.0006352075724862516,0.00020234768453519791,8.164599307747267e-07
1715838799.113,1886,-787.380859375,-291.25,0.00447221752256155,59.98393715859507,0.00262279249727726,-0.00030517575214616954,0.0,1887,-767.7566528320312,-294.75,0.003431854071095586,59.26039810294831,0.0003756603691726923,0.0003549117536749691,2.863837153199711e-06,1888,-837.7484130859375,-294.75054931640625,0.0034681318793445826,59.42835854862872,-0.004180075600743294,0.0028171977028250694,-0.00018310546875,1889,-727.6607666015625,-291.25,0.003453121054917574,59.37098922751305,-0.002288113348186016,0.00016001473704818636,1.0732045438999194e-06,1890,-767.6654663085938,-287.75,0.003443431807681918,59.327380371467356,-0.0010996604105457664,0.00020597218826878816,9.899084716380457e-07
1715838799.128,1886,-787.0603637695312,-291.25,0.0044647217728197575,59.98498771108054,0.00262279249727726,-0.00030517575214616954,0.0,1887,-767.4398193359375,-294.75,0.0034433172550052404,59.31719055290059,-0.001072339597158134,0.0003579345648176968,2.2510948838316835e-06,1888,-837.4307861328125,-294.75054931640625,0.003485355293378234,59.486544885838384,-0.0063110943883657455,0.0028192198369652033,-0.00015258787607308477,1889,-727.3433227539062,-291.25,0.0034705924335867167,59.43730545066155,-0.004487433936446905,0.00016543584933970124,1.6206581676669884e-06,1890,-767.3483276367188,-287.75,0.003460140200331807,59.39160919227221,-0.0031760376878082752,0.00021078732970636338,8.979366157291224e-07
1715838799.152,1886,-786.6964111328125,-291.25,0.004456634633243084,59.982371624046294,0.00262279249727726,-0.00030517575214616954,0.0,1887,-767.0796508789062,-294.75,0.003459014929831028,59.385964966969766,-0.0030257736798375845,0.00036279295454733074,1.817632096390298e-06,1888,-837.0696411132812,-294.75054931640625,0.003501682309433818,59.53106697780856,-0.008360151201486588,0.0028229644522070885,-0.00015258787607308477,1889,-726.9825439453125,-291.25,0.003489169990643859,59.497654724350596,-0.0068096984177827835,0.0001723031746223569,2.206857516284799e-06,1890,-766.9877319335938,-287.75,0.003478851169347763,59.45649719276738,-0.005525622516870499,0.00021719752112403512,1.134299395744165e-06
