ScreenPoint2D_x,ScreenPoint2D_y
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
2688.0450223262683,253.48950333264509
