ScreenPoint_x,ScreenPoint_y,Status,StorageTime
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-599,1357,Saccade,1.72e+16
-806,1583,Saccade,1.72e+16
-985,1536,Saccade,1.72e+16
-1042,1690,Saccade,1.72e+16
-1235,1931,Saccade,1.72e+16
-940,1695,Saccade,1.72e+16
-1,-1,Saccade,1.72e+16
431,2586,Saccade,1.72e+16
-1,-1,Saccade,1.72e+16
-1,-1,Fixation,1.72e+16
337,1478,Saccade,1.72e+16
463,2017,Saccade,1.72e+16
462,2017,Fixation,1.72e+16
462,2017,Fixation,1.72e+16
280,1578,Saccade,1.72e+16
201,1650,Fixation,1.72e+16
201,1650,Fixation,1.72e+16
315,1558,Saccade,1.72e+16
154,1744,Saccade,1.72e+16
130,1801,Fixation,1.72e+16
254,1651,Saccade,1.72e+16
330,1543,Fixation,1.72e+16
-1,-1,Saccade,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
100,2085,Saccade,1.72e+16
-1,-1,Saccade,1.72e+16
-37,1694,Saccade,1.72e+16
396,2506,Saccade,1.72e+16
391,2427,Fixation,1.72e+16
336,1546,Saccade,1.72e+16
248,1705,Saccade,1.72e+16
314,1572,Fixation,1.72e+16
314,1572,Fixation,1.72e+16
400,2376,Saccade,1.72e+16
299,1630,Saccade,1.72e+16
446,2292,Saccade,1.72e+16
457,2238,Fixation,1.72e+16
457,2238,Fixation,1.72e+16
390,2335,Saccade,1.72e+16
521,2030,Saccade,1.72e+16
400,2392,Saccade,1.72e+16
487,2176,Saccade,1.72e+16
407,2401,Saccade,1.72e+16
425,2242,Saccade,1.72e+16
282,1576,Saccade,1.72e+16
339,1487,Fixation,1.72e+16
240,1625,Saccade,1.72e+16
122,1810,Saccade,1.72e+16
-21,1616,Saccade,1.72e+16
104,2067,Saccade,1.72e+16
-37,2192,Saccade,1.72e+16
92,1933,Saccade,1.72e+16
-480,2080,Saccade,1.72e+16
-201,1835,Saccade,1.72e+16
215,1612,Saccade,1.72e+16
191,1720,Fixation,1.72e+16
-1197,2834,Saccade,1.72e+16
-205,1876,Saccade,1.72e+16
-192,1902,Fixation,1.72e+16
-718,1627,Saccade,1.72e+16
428,2415,Saccade,1.72e+16
475,2139,Saccade,1.72e+16
92,1929,Saccade,1.72e+16
-358,1952,Saccade,1.72e+16
-414,1975,Fixation,1.72e+16
160,1814,Saccade,1.72e+16
-127,1605,Saccade,1.72e+16
89,1429,Saccade,1.72e+16
-167,1672,Saccade,1.72e+16
-82,1634,Fixation,1.72e+16
-82,1634,Fixation,1.72e+16
-1,-1,Saccade,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-275,1482,Saccade,1.72e+16
-131,1405,Saccade,1.72e+16
-1,-1,Saccade,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
0,1320,Saccade,1.72e+16
-275,1363,Saccade,1.72e+16
-259,1436,Fixation,1.72e+16
-1,-1,Saccade,1.72e+16
-111,1293,Saccade,1.72e+16
105,1332,Saccade,1.72e+16
-1,-1,Saccade,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-159,1262,Saccade,1.72e+16
-457,1381,Saccade,1.72e+16
-47,1164,Saccade,1.72e+16
-1,-1,Saccade,1.72e+16
-1,-1,Fixation,1.72e+16
-104,1290,Saccade,1.72e+16
0,1223,Fixation,1.72e+16
-1,-1,Saccade,1.72e+16
-273,1259,Saccade,1.72e+16
-270,1285,Fixation,1.72e+16
-1,-1,Saccade,1.72e+16
339,1278,Saccade,1.72e+16
-339,1316,Saccade,1.72e+16
-1,-1,Saccade,1.72e+16
-92,1172,Saccade,1.72e+16
-1,-1,Saccade,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-271,1365,Saccade,1.72e+16
-389,1365,Fixation,1.72e+16
79,1380,Saccade,1.72e+16
-208,1328,Saccade,1.72e+16
-303,1353,Fixation,1.72e+16
262,1312,Saccade,1.72e+16
-132,1275,Saccade,1.72e+16
-1,-1,Saccade,1.72e+16
-1,-1,Fixation,1.72e+16
-402,1319,Saccade,1.72e+16
-690,1405,Saccade,1.72e+16
-404,1319,Saccade,1.72e+16
-1,-1,Saccade,1.72e+16
-666,1351,Saccade,1.72e+16
-138,1251,Saccade,1.72e+16
-1,-1,Saccade,1.72e+16
-409,1308,Saccade,1.72e+16
-137,1253,Saccade,1.72e+16
-255,1287,Fixation,1.72e+16
-1,-1,Saccade,1.72e+16
-342,1290,Saccade,1.72e+16
-346,1299,Fixation,1.72e+16
-562,1313,Saccade,1.72e+16
-776,1394,Saccade,1.72e+16
-304,1311,Saccade,1.72e+16
-1,-1,Saccade,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-271,1336,Saccade,1.72e+16
-464,1352,Saccade,1.72e+16
-558,1341,Fixation,1.72e+16
-336,1263,Saccade,1.72e+16
-369,1262,Fixation,1.72e+16
-1,-1,Saccade,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-653,1181,Saccade,1.72e+16
-1,-1,Saccade,1.72e+16
-783,1310,Saccade,1.72e+16
-871,1326,Fixation,1.72e+16
-871,1326,Fixation,1.72e+16
-642,1400,Saccade,1.72e+16
-555,1265,Saccade,1.72e+16
-783,1308,Saccade,1.72e+16
-734,1307,Fixation,1.72e+16
-734,1307,Fixation,1.72e+16
-1,-1,Saccade,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-380,1234,Saccade,1.72e+16
-286,1242,Fixation,1.72e+16
-741,1234,Saccade,1.72e+16
537,1721,Saccade,1.72e+16
-1,-1,Saccade,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-381,1431,Saccade,1.72e+16
-1,-1,Saccade,1.72e+16
-120,1392,Saccade,1.72e+16
-1,-1,Saccade,1.72e+16
-784,1538,Saccade,1.72e+16
-1,-1,Saccade,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-344,1431,Saccade,1.72e+16
-353,1387,Fixation,1.72e+16
-1,-1,Saccade,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-79,1311,Saccade,1.72e+16
-278,1377,Saccade,1.72e+16
-1,-1,Saccade,1.72e+16
-1,-1,Fixation,1.72e+16
-166,1322,Saccade,1.72e+16
-1,-1,Saccade,1.72e+16
-1,-1,Fixation,1.72e+16
-147,1469,Saccade,1.72e+16
-1,-1,Saccade,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-1,-1,Fixation,1.72e+16
-871,1385,Saccade,1.72e+16
-303,1325,Saccade,1.72e+16
-36,1309,Saccade,1.72e+16
-576,1214,Saccade,1.72e+16
-354,1288,Saccade,1.72e+16
-176,1285,Saccade,1.72e+16
-340,1282,Saccade,1.72e+16
-320,1281,Fixation,1.72e+16
-151,1341,Saccade,1.72e+16
-1,-1,Saccade,1.72e+16
-480,1375,Saccade,1.72e+16
-45,1274,Saccade,1.72e+16
95,1280,Fixation,1.72e+16
