ID,StorageTime,fvo|FrameNumber,fvo|TimeStamp,fvo|UserTimeStamp,fvo|FrameRate,fvo|HeadPosition_x,fvo|HeadPosition_y,fvo|HeadPosition_z,fvo|HeadHeading,fvo|HeadPitch,fvo|HeadRoll,fvo|GazeOrigin_x,fvo|GazeOrigin_y,fvo|GazeOrigin_z,fvo|EyePosition_x,fvo|EyePosition_y,fvo|EyePosition_z,fvo|GazeDirection_x,fvo|GazeDirection_y,fvo|GazeDirection_z,fvo|GazeDirectionQ,fvo|ClosestWorldIntersection_worldPoint_x,fvo|ClosestWorldIntersection_worldPoint_y,fvo|ClosestWorldIntersection_worldPoint_z,fvo|ClosestWorldIntersection_objectPoint_x,fvo|ClosestWorldIntersection_objectPoint_y,fvo|ClosestWorldIntersection_objectPoint_z,fvo|ClosestWorldIntersection_objectName,fvo|LeftEyelidOpening,fvo|RightEyelidOpening,fvo|LeftPupilDiameter,fvo|RightPupilDiameter,fvo|EstimatedGazeOrigin_x,fvo|EstimatedGazeOrigin_y,fvo|EstimatedGazeOrigin_z,fvo|EstimatedEyePosition_x,fvo|EstimatedEyePosition_y,fvo|EstimatedEyePosition_z,fvo|EstimatedGazeDirection_x,fvo|EstimatedGazeDirection_y,fvo|EstimatedGazeDirection_z,fvo|EstimatedGazeDirectionQ,fvo|ScreenPoint2D_x,fvo|ScreenPoint2D_y
128064,1.72E+16,216844,36137540869,0,60.03233742,0.025337981,-0.05995265,0.665603896,2.352475287,0.224320682,0.148328436,-0.023089213,-0.003415486,0.609882908,,,,-0.81104578,0.138161017,-0.568433177,0,0,0,0,0,0,0,,0.00741574,0.007155619,0.003848632,0.01309601,-0.025766398,-0.003406212,0.607032603,-0.013316204,-0.005233099,0.618832183,-0.718858712,0.147901439,-0.67924025,1,615,721
128065,1.72E+16,216845,36137707636,0,60.03075576,0.025620606,-0.059920237,0.665705524,2.347827526,0.223161547,0.149099143,-0.023293881,-0.004011943,0.611060163,,,,-0.80477812,0.173564857,-0.567633173,0,0,0,0,0,0,0,,0.007459356,0.007355377,0.003874055,0.01309601,-0.025263436,-0.003851807,0.606844402,-0.013274897,-0.00527521,0.619046877,-0.722365734,0.192166724,-0.664273812,0.994175136,599,676
128066,1.72E+16,216846,36137873159,0,60.04481345,0.025793151,-0.059917068,0.665757263,2.343081284,0.223372141,0.148952174,-0.0241827,-0.003801563,0.609849994,,,,-0.801650718,0.077944014,-0.592689511,0,0,0,0,0,0,0,,0.00746417,0.007603369,0.003885119,0.012917756,-0.025098573,-0.003473338,0.606707993,-0.013319075,-0.005258454,0.619296118,-0.720307187,0.167749553,-0.673065854,0.97681874,610,701
128067,1.72E+16,216847,36138040900,0,60.02895397,0.026003229,-0.059892062,0.665857569,2.337728466,0.223039785,0.149320246,-0.024253114,-0.003967831,0.611454728,,,,-0.816600679,0.055556194,-0.574523142,0,0,0,0,0,0,0,,0.007356716,0.007540142,0.003889979,0.012917754,-0.02555744,-0.003669279,0.607388161,-0.013360369,-0.00525569,0.619582929,-0.739360959,0.154845033,-0.655262076,1,551,713
128068,1.72E+16,216848,36138207451,0,60.0271723,0.026150423,-0.05985591,0.66609561,2.329461242,0.222072295,0.149490831,-0.024490237,-0.003821132,0.612519933,,,,-0.792252333,0.135770338,-0.594897182,0,0,0,0,0,0,0,,0.007666081,0.007686872,0.003952961,0.012917752,-0.026106772,-0.00374713,0.608267987,-0.013628212,-0.005279052,0.620106533,-0.729417824,0.171619957,-0.662190477,1,578,697
128069,1.72E+16,216849,36138373952,0,60.02256849,0.026104288,-0.059893492,0.66635335,2.325637074,0.223855307,0.144952396,-0.024601324,-0.003594828,0.613056937,,,,-0.794016796,0.148196588,-0.589555,0,0,0,0,0,0,0,,0.007666267,0.00760683,0.004000544,0.012917751,-0.026555727,-0.003467913,0.609042444,-0.01389879,-0.00518262,0.620719516,-0.72246604,0.17892025,-0.667855048,1,596,689
128070,1.72E+16,216850,36138540240,0,60.03123625,0.026059599,-0.059899575,0.66666276,2.319826125,0.223583846,0.142415715,-0.025402387,-0.003627879,0.614423111,,,,-0.809437081,0.129983222,-0.57263948,0,0,0,0,0,0,0,,0.007952223,0.007622605,0.004043738,0.012917751,-0.027037396,-0.003090423,0.609818946,-0.014285461,-0.005190791,0.621328461,-0.7266255,0.160113165,-0.668116125,1,584,708
128071,1.72E+16,216851,36138707282,0,59.99640022,0.02595969,-0.059848443,0.666973444,2.315105433,0.22628136,0.140356183,-0.026215214,-0.003661885,0.614464901,,,,-0.804130533,0.122932013,-0.581602791,0,0,0,0,0,0,0,,0.007944454,0.00753365,0.004062998,0.0122255,-0.0273038,-0.003099556,0.6105534,-0.014544033,-0.00496547,0.621992545,-0.743683484,0.167567638,-0.647190824,1,527,699
128072,1.72E+16,216852,36138873480,0,60.02963463,0.025757972,-0.059794812,0.667215785,2.307770499,0.227855684,0.140466564,-0.026339707,-0.002818971,0.615686544,,,,-0.786824721,0.146374227,-0.599567715,0,0,0,0,0,0,0,,0.00793896,0.007283963,0.004087833,0.01222485,-0.02810861,-0.002381875,0.611300376,-0.015007716,-0.004817641,0.622587923,-0.716211575,0.164951844,-0.678109039,1,610,703
128073,1.72E+16,216853,36139039840,0,60.04663622,0.02545981,-0.059713525,0.667440189,2.304581333,0.22951825,0.136688684,-0.027642999,-0.002931776,0.615579961,,,,-0.80749971,0.057650658,-0.587043968,0,0,0,0,0,0,0,,0.007951131,0.007340114,0.004106941,0.01293154,-0.02753718,-0.00259151,0.610455159,-0.015477665,-0.004615849,0.623119151,-0.70025613,0.181856121,-0.690340281,0.935967386,655,687
128074,1.72E+16,216854,36139206297,0,60.03433964,0.025180787,-0.059662697,0.667787872,2.30135654,0.232782902,0.129437476,-0.048294916,0.001101824,0.638467931,,,,-0.754191791,0.05985923,-0.65392019,0,0,0,0,0,0,0,,0.007646366,0.007135754,0.00410588,0.01293154,-0.021704968,-0.003365872,0.603862598,-0.015952124,-0.004331363,0.623941302,-0.647850833,0.15852208,-0.745090631,0.536830187,802,713
128075,1.72E+16,216855,36139373208,0,60.03379903,0.024804636,-0.059676153,0.6681613,2.297643018,0.23653577,0.122650777,-0.027159213,-0.001356675,0.616508194,,,,-0.653478093,-0.029418067,-0.756373558,0,0,0,0,0,0,0,,0.007692223,0.007364437,0.004278889,0.012874398,-0.021376207,-0.00282377,0.603996569,-0.016509904,-0.004086939,0.624814442,-0.635476535,0.176228976,-0.75173993,0.518602788,828,697
128076,1.72E+16,216856,36139540132,0,60.02635157,0.024398824,-0.059559099,0.668522926,2.295084352,0.236804981,0.117620581,-0.027500209,-0.001344138,0.616348839,,,,-0.608520666,-0.046047663,-0.792200866,0,0,0,0,0,0,0,,0.007717826,0.00720835,0.004260057,0.004296796,-0.02444245,-0.002574456,0.607311764,-0.017144597,-0.003930158,0.625446541,-0.622767328,0.171983076,-0.763271038,0.532218277,846,701
128077,1.72E+16,216857,36139706335,0,60.03255766,0.024018907,-0.059454959,0.668886134,2.294749843,0.234404375,0.112206544,-0.028842104,-0.001134301,0.617914344,,,,-0.679069674,-0.0125726,-0.733966149,0,0,0,0,0,0,0,,0.007712419,0.007391857,0.004324297,0.004413859,-0.028023498,-0.001898355,0.611165354,-0.01777828,-0.003945006,0.625901769,-0.620069869,0.171701041,-0.765527341,0.6200369,841,700
128078,1.72E+16,216858,36139873274,0,60.02785292,0.023595117,-0.059367718,0.669258739,2.292418199,0.23244684,0.101784465,-0.029795481,-0.001202992,0.618232972,,,,-0.657334087,-0.003694923,-0.753590237,0,0,0,0,0,0,0,,0.007788657,0.00756442,0.004387587,0.004516329,-0.028604392,-0.001866859,0.611413383,-0.018652234,-0.003931187,0.626621011,-0.609556547,0.182724629,-0.771396478,0.632654011,861,691
128079,1.72E+16,216859,36140040147,0,60.0176652,0.02315457,-0.059218362,0.669653703,2.29365258,0.230874854,0.094754286,-0.030199597,-0.000732243,0.618176581,,,,-0.661810584,0.010283146,-0.749600565,0,0,0,0,0,0,0,,0.007774947,0.007491569,0.004429164,0.004293738,-0.027254772,-0.002493501,0.610005189,-0.019287456,-0.003848927,0.627122203,-0.624629097,0.162523449,-0.763822374,0.738281429,835,709
128080,1.72E+16,216860,36140206285,0,60.00972157,0.022780818,-0.059188823,0.670053362,2.29555824,0.228848975,0.08583273,-0.030764143,-0.001144149,0.619313873,,,,-0.70062677,0.008119499,-0.713481747,0,0,0,0,0,0,0,,0.007634867,0.007501676,0.004454111,0.004352222,-0.030965816,-0.001971041,0.613958138,-0.019896229,-0.003909344,0.627640098,-0.621672787,0.147901639,-0.769186617,0.801589727,831,721
128081,1.72E+16,216861,36140372730,0,60.03221729,0.022400727,-0.059130103,0.670427425,2.297572391,0.226119584,0.080346064,-0.031317769,-0.001765423,0.620023971,,,,-0.686986032,0.010184381,-0.726599251,0,0,0,0,0,0,0,,0.007488543,0.007474971,0.004513337,0.004352219,-0.031692618,-0.002201581,0.614370795,-0.020446966,-0.003996858,0.62799582,-0.629901899,0.164379908,-0.759080261,0.840550125,812,707
128082,1.72E+16,216862,36140539110,0,60.03520064,0.021990292,-0.059090598,0.670754792,2.299187935,0.223458029,0.075964208,-0.031728672,-0.000991652,0.619108058,,,,-0.617307995,0.142316762,-0.773742062,0,0,0,0,0,0,0,,0.007557078,0.007501531,0.004533584,0.004782675,-0.032104095,-0.002236051,0.614572576,-0.021013272,-0.004104346,0.628290045,-0.624241166,0.159349021,-0.764807725,0.783045053,823,711
128083,1.72E+16,216863,36140706422,0,60.02428983,0.02152226,-0.059021088,0.671139724,2.302951918,0.220402465,0.072600846,-0.032090207,-0.001101277,0.620085408,,,,0,0,0,0,0,0,0,0,0,0,,0.007467265,0.007474587,0.004478099,0.004782677,-0.032731187,-0.002219353,0.614458672,-0.021534807,-0.004209685,0.628503404,-0.614745924,0.168377532,-0.770542962,0.863743365,841,704
128084,1.72E+16,216864,36140872303,0,60.01712489,0.021142561,-0.05898185,0.671460192,2.306786998,0.220662502,0.068962631,-0.032442185,-0.002047427,0.621242551,,,,-0.671423419,-0.037722962,-0.740113214,0,0,0,0,0,0,0,,0.007261709,0.007395548,0.004465262,0.004795795,-0.032610647,-0.002265993,0.614753295,-0.021836791,-0.004144569,0.628778681,-0.624210202,0.146207816,-0.767453515,0.774104536,822,723
128085,1.72E+16,216865,36141038960,0,60.03882511,0.020672238,-0.059002091,0.671800373,2.311520735,0.219067543,0.06451343,-0.033033127,-0.001800496,0.61951727,,,,-0.607787527,-0.027338544,-0.79362896,0,0,0,0,0,0,0,,0.007287698,0.007497386,0.004367712,0.004788005,-0.033849249,-0.002326552,0.616003338,-0.0222881,-0.004249686,0.628990866,-0.621650351,0.178157555,-0.762765184,0.741340458,823,695
128086,1.72E+16,216866,36141205270,0,60.04365173,0.020376405,-0.059050815,0.672127322,2.316660928,0.217915079,0.063436096,-0.055535478,-0.001204727,0.641773081,,,,0,0,0,0,0,0,0,0,0,0,,0.007060509,0.007077204,0.004343623,0.004788004,-0.034032864,-0.002694722,0.615706057,-0.02243866,-0.004365553,0.629087023,-0.601899636,0.155831,-0.783219974,0.898592174,862,715
128087,1.72E+16,216867,36141372667,0,60.02571101,0.020052045,-0.059071181,0.672384353,2.320976655,0.215722416,0.062142036,-0.03250158,-0.001109597,0.619186116,,,,0,0,0,0,0,0,0,0,0,0,,0.007036358,0.007018992,0.004305982,0.005665742,-0.034159509,-0.003036234,0.615898941,-0.022699531,-0.004515834,0.629116619,-0.618560105,0.173540121,-0.766333624,0.896171153,829,700
128088,1.72E+16,216868,36141539096,0,60.02288873,0.019707989,-0.059057801,0.672667722,2.324574593,0.213634045,0.061005837,-0.033383928,-0.002901346,0.620198348,,,,0,0,0,0,0,0,0,0,0,0,,0.006693696,0.007006225,0.004249061,0.004790693,-0.034131979,-0.003212046,0.615791816,-0.023001528,-0.004626716,0.629202317,-0.602677553,0.158332629,-0.782119265,1,861,714
128089,1.72E+16,216869,36141705274,0,60.0401869,0.019530291,-0.05913088,0.673014526,2.329414231,0.212981572,0.062137017,-0.009842396,-0.00455128,0.599070919,,,,0,0,0,0,0,0,0,0,0,0,,0.006827724,0.006870005,0.004180067,0.004795184,-0.033881373,-0.00322831,0.615806682,-0.022963233,-0.00474227,0.629285018,-0.592055213,0.155308653,-0.790790647,1,881,717
128090,1.72E+16,216870,36141872202,0,60.02557089,0.019494353,-0.059204443,0.673279234,2.334051839,0.212696494,0.065467266,-0.032187316,-0.002465676,0.619418062,,,,-0.588130557,0.218896193,-0.778580057,0,0,0,0,0,0,0,,0.007057248,0.006910282,0.004135004,0.004879688,-0.033035877,-0.00335507,0.614838785,-0.022715697,-0.004841565,0.629244237,-0.572468277,0.158849497,-0.80439226,0.578664899,919,714
128091,1.72E+16,216871,36142039051,0,60.01578415,0.019409952,-0.05923855,0.67346091,2.338264695,0.212964066,0.06787965,-0.031795093,-0.002611591,0.620396185,,,,-0.617878632,-0.036137259,-0.785442611,0,0,0,0,0,0,0,,0.007147227,0.006859514,0.004097512,0.004880361,-0.033380117,-0.003424052,0.615358948,-0.022537274,-0.004865686,0.629187715,-0.581805668,0.173970741,-0.794503836,0.751949906,901,701
128092,1.72E+16,216872,36142205265,0,60.0206471,0.019305344,-0.05925913,0.673618371,2.341513504,0.212547697,0.070239427,-0.031562784,-0.00279077,0.620489894,,,,-0.623560932,-0.019079853,-0.781541889,0,0,0,0,0,0,0,,0.007313128,0.006980848,0.004085881,0.004884924,-0.032549684,-0.003336625,0.614935447,-0.02244887,-0.004918041,0.629124229,-0.582557976,0.177311455,-0.793212993,0.588265359,901,698
128093,1.72E+16,216873,36142372007,0,60.02402962,0.019263844,-0.059345516,0.673820031,2.34581023,0.21271705,0.074642172,-0.055194891,-0.001489444,0.640503811,,,,0,0,0,0,0,0,0,0,0,0,,0.007282057,0.006584474,0.004076433,0.004884925,-0.033223577,-0.003497474,0.61548534,-0.02217016,-0.005006676,0.62902482,-0.60459354,0.13136481,-0.785627099,0.851401031,858,737
128094,1.72E+16,216874,36142538187,0,60.03892524,0.019228823,-0.059380874,0.673973444,2.34906624,0.212857707,0.076078435,-0.031454272,-0.003077017,0.618793511,,,,0,0,0,0,0,0,0,0,0,0,,0.007377523,0.006679243,0.004062243,0.004878071,-0.032321464,-0.003316224,0.614957779,-0.022013738,-0.00503771,0.629007117,-0.583066816,0.159188157,-0.79667573,0.874710441,901,713
128095,1.72E+16,216875,36142703886,0,60.04902002,0.019244851,-0.059461945,0.674088214,2.352229043,0.214469063,0.078845384,-0.031027873,-0.002870189,0.617811482,,,,0,0,0,0,0,0,0,0,0,0,,0.007066797,0.006674279,0.004058974,0.006740877,-0.032206303,-0.003681536,0.615306567,-0.02171595,-0.005029082,0.628973065,-0.615743089,0.147422105,-0.774033056,0.896407008,839,724
128096,1.72E+16,216876,36142871786,0,60.02977477,0.019207433,-0.059490307,0.674077257,2.355602836,0.214816143,0.080694948,-0.030244734,-0.002401438,0.617427005,,,,0,0,0,0,0,0,0,0,0,0,,0.007117689,0.006641444,0.004042163,0.00676908,-0.031677749,-0.003282334,0.614505983,-0.02153587,-0.005042123,0.628783978,-0.583487996,0.136173188,-0.800623895,0.991994023,901,733
128097,1.72E+16,216877,36143038280,0,60.03736325,0.019288035,-0.059558009,0.674048979,2.360482586,0.214814367,0.084417411,-0.029710701,-0.002506215,0.616775485,,,,0,0,0,0,0,0,0,0,0,0,,0.006997261,0.006754743,0.004029481,0.008455149,-0.031403488,-0.003354244,0.614377517,-0.021129367,-0.005122023,0.628450059,-0.603261636,0.15895628,-0.781542257,0.86892426,865,713
128098,1.72E+16,216878,36143205107,0,60.02356925,0.019471499,-0.059656328,0.674133479,2.368948187,0.214053038,0.088093192,-0.028818739,-0.002602909,0.61607837,,,,0,0,0,0,0,0,0,0,0,0,,0.007033512,0.006681516,0.003996585,0.008994791,-0.030632771,-0.003548368,0.613960968,-0.020483412,-0.005279157,0.628059261,-0.60084126,0.13522343,-0.787847958,0.820594609,871,734
128099,1.72E+16,216879,36143371560,0,60.02340913,0.01979833,-0.05982522,0.674176301,2.377676642,0.214151827,0.094448681,-0.02787659,-0.003279292,0.615565577,,,,0,0,0,0,0,0,0,0,0,0,,0.007441969,0.00664148,0.00397324,0.009110149,-0.029667794,-0.00394194,0.613392729,-0.019568166,-0.005464881,0.627578688,-0.590442439,0.166539932,-0.789710186,0.942049384,893,708
128100,1.72E+16,216880,36143538167,0,60.01886593,0.020241406,-0.059984567,0.674009686,2.38032769,0.215027196,0.102523554,-0.026674104,-0.002791899,0.614647348,,,,-0.576939419,0.154939634,-0.801956743,0,0,0,0,0,0,0,,0.007292132,0.006798408,0.003949541,0.007120351,-0.028895035,-0.004166232,0.613055755,-0.018738497,-0.005602261,0.627113662,-0.594318253,0.147854459,-0.790521899,0.925041616,887,724
128101,1.72E+16,216881,36143704061,0,60.04725719,0.0207604,-0.059996641,0.673732051,2.385935946,0.215558418,0.109026575,-0.026221934,-0.002982947,0.614164647,,,,0,0,0,0,0,0,0,0,0,0,,0.007381784,0.006963606,0.003956974,0.007388234,-0.027942597,-0.003865499,0.612175785,-0.017750176,-0.005609068,0.62645589,-0.597601049,0.161488408,-0.785362642,0.858273268,884,712
128102,1.72E+16,216882,36143871042,0,60.02523061,0.021236306,-0.060074468,0.673393674,2.391040385,0.219303066,0.118514893,-0.04804197,-0.000161486,0.634990976,,,,-0.669034722,-0.048848974,-0.741624108,0,0,0,0,0,0,0,,0.007503826,0.006922225,0.003933189,0.007346233,-0.02645749,-0.003573439,0.611504532,-0.016621471,-0.005501955,0.625804381,-0.605673957,0.14375037,-0.782620527,0.782056749,872,727
128103,1.72E+16,216883,36144038140,0,60.01640448,0.021662895,-0.060145384,0.672760334,2.399919012,0.223417263,0.126194215,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0.007492766,0.007012332,0.003950325,0.007424509,-0.027244162,-0.003459762,0.61206794,-0.015397712,-0.005360789,0.624788717,-0.623683548,0.151079836,-0.766937882,0.897100151,834,720
128104,1.72E+16,216884,36144204394,0,60.01752512,0.022042001,-0.060171513,0.671962762,2.40666299,0.227120517,0.137882773,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0.007688012,0.006994744,0.003994528,0.007466651,-0.024369442,-0.003443809,0.609265511,-0.014220396,-0.005224085,0.623569149,-0.603077875,0.140512327,-0.785209121,0.794957876,882,729
128105,1.72E+16,216885,36144371443,0,60.02448999,0.022551871,-0.060151395,0.671016373,2.409960762,0.229920218,0.147535061,-0.021431289,-0.002013938,0.608763224,,,,0,0,0,0,0,0,0,0,0,0,,0.007743916,0.006955242,0.004028342,0.005311615,-0.023192038,-0.003021441,0.608033078,-0.013169327,-0.005089524,0.622351057,-0.598411662,0.139152768,-0.789012034,0.894308388,894,730
128106,1.72E+16,216886,36144537550,0,60.03093594,0.023188159,-0.060274054,0.669964785,2.413003193,0.234627556,0.159471147,-0.019968007,-0.002058298,0.60788811,,,,0,0,0,0,0,0,0,0,0,0,,0.007701819,0.007155863,0.004048177,0.005314688,-0.021927667,-0.003108081,0.606822773,-0.011867997,-0.005001621,0.621055134,-0.611958904,0.170659738,-0.77225744,0.926323533,872,703
128107,1.72E+16,216887,36144704266,0,60.02016678,0.024043078,-0.06045711,0.668773972,2.413929872,0.238696291,0.167324222,-0.018580388,-0.002153898,0.606916545,,,,-0.733659313,0.00065651,-0.679517168,0,0,0,0,0,0,0,,0.007980852,0.007334784,0.004077544,0.005308048,-0.020790593,-0.00303361,0.605610868,-0.010592417,-0.004991774,0.619783046,-0.629232144,0.130384001,-0.766202924,0.859183073,841,738
128108,1.72E+16,216888,36144870850,0,60.02705219,0.024990629,-0.060676543,0.66739254,2.413558522,0.244193573,0.172553436,-0.017070225,-0.002357577,0.605722285,,,,-0.726406966,-0.019002187,-0.687002065,0,0,0,0,0,0,0,,0.007627596,0.007122959,0.004125785,0.005321111,-0.019328121,-0.003389222,0.604348405,-0.009310034,-0.004918931,0.618497908,-0.620669094,0.126629033,-0.773779661,0.822309852,862,741
128109,1.72E+16,216889,36145036807,0,60.0449136,0.026015433,-0.060941345,0.665872315,2.411297657,0.247824223,0.18069128,-0.015573073,-0.003528584,0.605731303,,,,-0.671489776,0.095994918,-0.734769662,0,0,0,0,0,0,0,,0.007734027,0.0066199,0.004119776,0.004850691,-0.017842831,-0.003622222,0.602662795,-0.008028958,-0.005024663,0.616980212,-0.623092008,0.130653936,-0.771158802,0.774979472,861,738
128110,1.72E+16,216890,36145203384,0,60.0376436,0.027188225,-0.061144842,0.66466045,2.413608021,0.245218128,0.18984346,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0.007864881,0.006911674,0.004148045,0.004847529,-0.016637985,-0.003933589,0.601175071,-0.00657989,-0.005448476,0.615327302,-0.61925953,0.152765401,-0.770182035,0.797913194,873,720
128111,1.72E+16,216891,36145370482,0,60.03051551,0.028487332,-0.061370427,0.66359344,2.408945463,0.243741312,0.200405413,-0.012994459,-0.003597937,0.602767038,,,,-0.719126332,-0.004558168,-0.694864405,0,0,0,0,0,0,0,,0.007565423,0.006898444,0.004145595,0.004828693,-0.015170989,-0.004004615,0.599769554,-0.005267865,-0.00584189,0.614062636,-0.617431977,0.16539787,-0.769039204,0.808219492,880,709
128112,1.72E+16,216892,36145536227,0,60.03922563,0.029864584,-0.061471645,0.662552039,2.407656255,0.240361283,0.209160113,-0.011961982,-0.003888934,0.601055274,,,,0,0,0,0,0,0,0,0,0,0,,0.007717306,0.006845329,0.004140452,0.004848287,-0.014022911,-0.004565103,0.598222569,-0.003834528,-0.006213974,0.612681224,-0.609951463,0.147378621,-0.778613354,0.926481843,898,725
128113,1.72E+16,216893,36145703906,0,59.9996,0.030988962,-0.061517508,0.661492597,2.40753694,0.23544099,0.219802624,-0.011161469,-0.004609427,0.599846491,,,,-0.71945825,0.040552556,-0.693350789,0,0,0,0,0,0,0,,0.007607257,0.007189419,0.004176637,0.004996625,-0.012827771,-0.005000776,0.597068423,-0.002600462,-0.006642678,0.611127468,-0.623528591,0.149982959,-0.767279094,0.809239149,875,723
128114,1.72E+16,216894,36145869507,0,60.04561465,0.033182311,-0.061537335,0.659617732,2.388961256,0.228459103,0.223632839,-0.010103505,-0.005350476,0.598356394,,,,-0.746876639,0.018181245,-0.66471402,0,0,0,0,0,0,0,,0.007684501,0.007229972,0.004109867,0.005004038,-0.011933297,-0.005402135,0.595447753,-0.001492923,-0.007115147,0.609497923,-0.629069885,0.152529111,-0.762237463,0.911920428,867,722
128115,1.72E+16,216895,36146036715,0,60.03131634,0.034035139,-0.061783506,0.658690707,2.389699571,0.227205896,0.226356134,0.013382526,-0.012611702,0.57746577,,,,0,0,0,0,0,0,0,0,0,0,,0.007514165,0.007067481,0.004122094,0.005050558,-0.010943474,-0.005729397,0.594325096,-0.000575166,-0.007460798,0.608418297,-0.597158174,0.17391695,-0.783042151,0.87300998,931,704
128116,1.72E+16,216896,36146203734,0,60.02747257,0.034401177,-0.061747875,0.65852946,2.394716016,0.223558835,0.23540291,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0.007027295,0.006957141,0.004129376,0.005067942,-0.010234708,-0.006109209,0.593750309,0.000157426,-0.007727133,0.607683923,-0.616215127,0.157275282,-0.771714587,0.602763712,897,719
128117,1.72E+16,216897,36146369870,0,60.03381905,0.034905138,-0.061735929,0.658339794,2.395519287,0.219267999,0.236789991,-0.008159526,-0.005834671,0.595065003,,,,-0.662705921,-0.077533805,-0.744855269,0,0,0,0,0,0,0,,0.007025847,0.006777443,0.00413596,0.005079785,-0.009720091,-0.006510327,0.59302381,0.000583312,-0.007988382,0.607257908,-0.608873939,0.172430006,-0.774299954,0.658928275,912,706
128118,1.72E+16,216898,36146536729,0,60.02877379,0.035144142,-0.061705067,0.658197288,2.40048187,0.21709882,0.239456053,-0.031034315,-0.00027265,0.616343365,,,,-0.63589557,-0.084559816,-0.767128712,0,0,0,0,0,0,0,,0.006941684,0.006110764,0.004124603,0.005078726,-0.009312222,-0.006962377,0.592669969,0.001071059,-0.008114333,0.606785162,-0.630324333,0.155896132,-0.760518002,0.634288311,872,720
128119,1.72E+16,216899,36146703147,0,60.01828557,0.035489174,-0.061745575,0.657933226,2.39835422,0.216090741,0.238251394,-0.007837027,-0.007578002,0.596254281,,,,-0.646721768,0.132148218,-0.751190924,0,0,0,0,0,0,0,,0.006403896,0.005194658,0.004124253,0.005078693,-0.008993525,-0.007428833,0.592465089,0.001237128,-0.008205064,0.606587738,-0.61697772,0.148442778,-0.772853955,0.536959827,899,728
128120,1.72E+16,216900,36146869939,0,60.02206811,0.035896953,-0.061862273,0.657750142,2.398873318,0.215442036,0.239507976,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0.005486951,0.003227653,0.00412416,0.005077801,0,0,0,0.001682648,-0.008373055,0.606326091,0,0,0,0,-1,-1
128121,1.72E+16,216901,36147036271,0,60.0374033,0.036380351,-0.062036357,0.65755633,2.396561402,0.217625985,0.237017808,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0.003694266,0.000427177,0.004140222,0.005085708,0,0,0,0.002058237,-0.008390859,0.606367484,0,0,0,0,-1,-1
128122,1.72E+16,216902,36147202107,0,60.0457749,0.036896238,-0.062227147,0.657286168,2.392116664,0.220111368,0.233812045,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0.002377984,0.000407432,0.00412081,0.005085708,0,0,0,0.002350293,-0.008401043,0.606438671,0,0,0,0,-1,-1
128123,1.72E+16,216903,36147369621,0,60.03646214,0.037295663,-0.062368536,0.656970493,2.391676351,0.223451046,0.22989648,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0.002403627,0.000157525,0.004119185,0.005084097,0,0,0,0.002743024,-0.008304412,0.606380717,0,0,0,0,-1,-1
128124,1.72E+16,216904,36147536506,0,60.02088727,0.037620108,-0.062475992,0.656571033,2.393587102,0.228213013,0.226207924,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0.002313751,0.000423658,0.004097747,0.005054391,0,0,0,0.003238649,-0.008091307,0.606208781,0,0,0,0,-1,-1
128125,1.72E+16,216905,36147702788,0,60.02957457,0.0377495,-0.062452393,0.656086937,2.391649223,0.234972316,0.218427511,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0.003143393,0.000539305,0.004086312,0.005045546,0,0,0,0.003308863,-0.007594037,0.606281958,0,0,0,0,-1,-1
128126,1.72E+16,216906,36147868780,0,60.04142859,0.037773984,-0.062396358,0.655458786,2.390875333,0.240837279,0.21356984,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0.003817211,0.001097407,0.004064451,0.005044817,0,0,0,0.003381804,-0.007146736,0.606054447,0,0,0,0,-1,-1
128127,1.72E+16,216907,36148035341,0,60.02933433,0.037753487,-0.062272327,0.654782642,2.388239675,0.24579082,0.212489655,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0.005492672,0.003917912,0.004008508,0.005024602,0,0,0,0.00338936,-0.006719301,0.605700038,0,0,0,0,-1,-1
128128,1.72E+16,216908,36148202404,0,60.0196064,0.037450565,-0.061991457,0.654049453,2.385334055,0.249761678,0.211233113,-0.008828055,-0.003563243,0.591144985,,,,-0.814252352,-0.062958523,-0.577086935,0,0,0,0,0,0,0,,0.006347497,0.005158504,0.004037431,0.003186276,-0.026094063,0.000100158,0.609931973,0.003061377,-0.006193021,0.605263618,-0.735935791,0.187806083,-0.650482426,0.19259432,552,675
